ID;documento
56;Chile presenta un déficit de vivienda social que debe abordarse con soluciones que aumenten la habitabilidad y los beneficios ambientales. Este artículo aborda los beneficios de implementar construcciones con sacos de tierra como una opción para mitigar el déficit de vivienda social existente en Chile. Una revisión de la literatura presenta detalles sobre el uso de construcciones con bolsas de tierra en todo el mundo, y las motivaciones y obstáculos para implementarlas en Chile. En particular, se simuló un estudio de caso para comparar una casa social de sacos de tierra con una casa social de mampostería de ladrillo reforzado en términos de desempeño ambiental y económico, como emisiones de CO2, energía y costos. Se concluye que ambas alternativas generan emisiones de CO2 similares, pero la casa social de saco de tierra puede ahorrar hasta un 20% de energía durante su ciclo de vida. En términos económicos, la casa social de bolsa de tierra genera ahorros del 50% y 38% en inversión inicial y costo de ciclo de vida, respectivamente, en comparación con la casa social de mampostería de ladrillo armado. La implementación de proyectos de viviendas sociales con sacos de tierra se vería impulsada por el desarrollo de un código de construcción chileno para el diseño de sacos de tierra que brinde orientación sobre el uso seguro de esta técnica en un país sísmico.
57;El estrés oxidativo, las altas dosis de radiación, la baja temperatura y presión son parámetros que hicieron que la superficie de Marte fuera adversa para la vida. Las condiciones que se encuentran en la superficie de Marte son duras para la vida. La vida, tal como la conocemos en la Tierra, necesita varios requisitos para su establecimiento pero, el único elemento sine qua nom es el agua. Los microorganismos extremófilos ampliaron la ventana de posibilidades para que se desarrollara vida en el universo y, en consecuencia, en Marte. Resultados reportados recientemente en ambientes extremos indican la posibilidad de presencia de oasis para la vida en micronichos debido a la delicuescencia de agua en depósitos de sales. La recopilación de datos producidos por las misiones en curso (Mars Global Surveyor, Mars Odyssey, Mars Express y Mars Exploration Rover Opportunity) ofrece una visión completamente diferente de la proporcionada por las misiones Viking: signos de un Marte temprano húmedo y actividad volcánica bastante reciente. El descubrimiento de importantes acumulaciones de sulfatos y la existencia de minerales de hierro como jarosita, goethita y hematita en rocas de origen sedimentario ha permitido poner de relieve modelos terrestres específicos relacionados con este tipo de mineralogía. Río Tinto (suroeste de España, Faja Pirítica Ibérica) es un ambiente extremadamente ácido, producto de la actividad quimiolitotrófica de microorganismos que prosperan en los enormes depósitos ricos en pirita de la Faja Pirítica Ibérica. La alta concentración de hierro y sulfatos férricos, productos del metabolismo de la pirita, generan una colección de minerales, principalmente yeso, jarosita, goetita y hematitas, todos ellos detectados en diferentes regiones de Marte. Algunos entornos o elementos protectores particulares podrían albergar moléculas orgánicas o las primeras formas de vida bacteriana en la superficie de Marte. Los análogos terrestres podrían ayudarnos a facilitar su comprensión. Presentamos aquí algunos estudios preliminares sobre nichos endolíticos dentro de depósitos de sal utilizados por los fotótrofos para aprovechar determinadas longitudes de onda de luz. Estos depósitos de sales ácidas situados en Río Tinto albergan formas de vida difíciles de localizar a simple vista. Es necesario desarrollar técnicas para su localización y estudio durante las misiones espaciales. Los entornos extremos son buenos escenarios donde probar y entrenar esas técnicas y donde se podrían simular hipotéticas misiones espaciales astrobiológicas para aumentar las posibilidades de identificación de micronichos. (C) 2011 Elsevier Ltd. Todos los derechos reservados.
58;La pandemia sigue siendo una batalla de larga duración con la aparición de nuevas variantes preocupantes del virus SARS CoV-2 y los continuos desafíos de la vacunación contra la COVID-19, como la cobertura, la longevidad de la protección y la eficacia de la vacuna en el mundo real contra la prevención de la transmisión. Por lo tanto, es imperativo que toda organización mire más allá del impacto visible de la pandemia, se transforme en una institución resistente al COVID y se prepare para futuras amenazas. Aplicamos un enfoque de pensamiento sistémico y utilizamos el modelo conceptual iceberg como herramienta para evaluar los determinantes del impacto de una pandemia en una organización y desarrollar una estrategia de salud pública a largo plazo. Esta estrategia es un sólido plan de cuatro vertientes que comprende estrictos mecanismos de prevención y mitigación, instalaciones de atención médica eficientes, mejora de la habitabilidad y adaptación a largo plazo a las nuevas normas laborales. El modelo se puede replicar en cualquier organización que tenga instalaciones internas autosostenibles para alojamiento y atención médica. Esta estrategia comprende intervenciones factibles y científicas que pueden utilizarse para reducir el impacto de futuros brotes, epidemias y pandemias de enfermedades transmisibles emergentes o reemergentes en el funcionamiento de una organización. El plan de intervenciones estratégicas de cuatro frentes serviría como un modelo fácilmente disponible y equiparía mejor a las organizaciones para combatir futuras emergencias de salud pública de manera efectiva.
59;RESUMEN: Este trabajo presenta los resultados de una investigación realizada en el marco del concurso internacional Solar Decathlon LAC 2019, que tuvo como objetivo diseñar y construir un prototipo de vivienda asequible TUHOUSE (Technically Unique House Using Solar Energy), a escala 1:1. , una casa que es capaz de incorporar estrategias sustentables y bioclimáticas para la región tropical. La metodología consistió en un taller de diseño con trabajo interdisciplinario desde las diferentes áreas de arquitectura e ingeniería en programas de las Universidades de San Buenaventura y Autónoma de Occidente (Cali, Colombia). El principal aporte de la metodología fue lograr un trabajo interdisciplinario desde las etapas iniciales, junto a estudiantes y docentes participando en la construcción del prototipo, para finalmente comprobar su desempeño mediante las pruebas del concurso. Entre los resultados que se destacan de esta experiencia, se encuentran una propuesta urbana con alta habitabilidad y densidad, la prueba de estrategias de diseño pasivo enfocadas en una envolvente prototipo que pueda replicarse en condiciones similares, pero también la importancia de la pregunta sobre la validez. del modelo de confort térmico propuesto para regiones tropicales.
60;Este artículo presenta un análisis de un proyecto de vivienda colectiva diseñado por los arquitectos Emilia Bisquert Santiago, Carmen González Lobo, José Miguel de Prada Poole y Ricardo Aroca en el barrio de Arturo Soria de Madrid en 1975. Este proyecto destaca por la preferencia de sus arquitectos por diseñando espacios flexibles y adaptables, tanto en la distribución interior de las viviendas como en los espacios comunes del propio edificio. Su principal objetivo era eliminar la rígida segregación espacial que fue una característica dominante en las urbanizaciones españolas promovidas por la OSH (Unión de la Construcción de Viviendas) durante el régimen franquista (1939-1975). Para comprender esta idea, esta investigación propone una comparación entre una Urbanización promovida por la OSH en 1956 y el edificio de Arturo Soria diseñado en 1975. El artículo explica y analiza las diferentes estrategias arquitectónicas que los arquitectos propusieron para conseguir esa flexibilidad y adaptabilidad: 'infraestructura' estructural permanente, un sistema arquitectónico intermedio adaptable en el tiempo y, finalmente, una gama de configuraciones posibles para la vivienda individual. Otro tema importante es la relación entre el sistema constructivo y el desarrollo alternativo del espacio habitable tanto horizontal como vertical. Explicar esta relación podría ayudar a moldear la habitabilidad de las futuras viviendas, el desarrollo de un sentido de comunidad, la posibilidad de diseñar arrendamientos de diferentes duraciones y necesidades y la gestión de cambios constantes en una sociedad colectiva.
61;La siguiente investigación se dedica al estudio de los registros de prácticas domésticas desde una perspectiva de género. Esto se realiza a través del análisis de tres espacios diferenciados: la Casa Doña Yayá, el Museo Frida Kahlo y el E1027, ubicados en São Paulo, Ciudad de México y Francia respectivamente. Los entornos en los que existen los sitios antes mencionados son contextual y físicamente distintos, lo que permite una perspectiva más amplia para examinarlos en relación entre sí. A través de esta investigación, se percibe la discusión de género prácticamente intrínseca al espacio doméstico. Por ello, intentamos comprender la narrativa construida en cada una de las residencias ya que presentan gran parte de los rituales y formas de pensar y vivir de sus habitantes. Aslihan (2009) dice que las casas son un laboratorio doméstico de la vida cotidiana y de los rituales privados de sus habitantes, lo que contribuye a la principal motivación de transformarla espacialmente en los museos. Con la intención final de ampliar el debate sobre las diferentes expresiones de habitabilidad así como sobre los procesos de conservación e intervención que tuvieron lugar en dichos entornos, se realizará una comparación entre casas-museo y un análisis del programa de diseño expositivo. Básicamente, se eligieron residencias de la primera mitad del siglo XX, ya que durante esta época se produjeron cambios notables en los patrones de organización doméstica y el papel de las mujeres en estos ambientes internos, período que también marcó la entrada de las mujeres en la vida pública. dominio. Con el fin de avanzar en la discusión sobre la ausencia femenina en relación con personalidades cuya trayectoria ha sido preservada a través del museo biográfico, esta investigación se presenta desde la perspectiva de las mujeres protagonistas en la formación del programa doméstico de estos ambientes, ya sean arquitectas o usuarios. (AU)
62;Recientemente, una investigación que intentó evaluar nuestro sistema legal sobre siete puntos relacionados con el bienestar de la vivienda concluyó que no había ningún sistema o era inadecuado en cinco puntos de siete. Pero el bienestar de la vivienda depende de la capacidad financiera de los países porque necesita enormes cantidades de dinero. Y el sistema jurídico debería lograr un equilibrio entre el interés público y el interés privado, o entre el interés privado y el interés privado. En este sentido, se revisa el sistema real relacionado con el bienestar de la vivienda y se concluye que los sistemas reales que relacionan la seguridad real del inquilino?disponibilidad de infraestructuras?accesibilidad?ubicación?adecuación cultural se han preparado relativamente bien. Es necesario mejorar el sistema real de habitabilidad porque hay algunas contradicciones en la ley. El sistema real relacionado con la asequibilidad, que es fundamental para el bienestar de la vivienda, necesita una mejora sistémica. Aunque la ley adopta la vivienda pública de alquiler y los vales de vivienda juntos, que son sistemas típicos que buscan la asequibilidad, existen muchos problemas. Una cantidad considerable de dinero necesaria para la construcción de viviendas públicas de alquiler es financiada por compañías financieras o privadas que pagan intereses. Utilizar préstamos para viviendas públicas de alquiler es diferir la carga de las generaciones presentes a las generaciones futuras. Para evitar el aislamiento y el barrio marginal de las viviendas públicas de alquiler, se deben preparar diversos programas de mezcla social y programas de autosuficiencia. El bono de vivienda es un sistema muy caro y complicado. Si entra en vigor, se necesitará una enorme suma de dinero cada año. Y se necesitan muchos subsistemas, como sistemas para asegurar una vivienda de calidad y sistemas para escapar de los grupos de bajos ingresos. Por eso no es razonable que haya una sola cláusula para el bono de vivienda y que los detalles se deleguen a órdenes ejecutivas.
63;"En respuesta a las necesidades sociales, los complejos de apartamentos en la ciudad de Shenyang contaron con una gran oferta en las décadas de 1980 y 1990. Estos complejos de apartamentos se han transformado en un patrón mixto comercial-residencial en medio del cambio social, y la calle dentro del complejo se ha transformado en una vía pública y el entorno residencial está cambiando. Por tanto, es necesario incrementar la habitabilidad solucionando los problemas que ello conlleva. Para ello, el propósito de este estudio es conocer las características del plan en su momento. Así que analizamos 15 complejos de apartamentos construidos en las décadas de 1980 y 1990. El análisis encontró que algunos complejos objetivo no tenían suficientes ascensores y estacionamientos y excedían los indicadores de diseño existentes, como la densidad de construcción y las proporciones de área de piso. Hay 3 tipos de organización central en los que las escaleras individuales se combinan en unidades planificadas de dos, tres y cuatro hogares (S-2, S-3, S-4). De ellas, las tres combinaciones de hogares (S-3) fueron las más comunes, y la mayoría de las cuales se suministraron a hogares pequeños. Y había tres tipos; Tipo F (plano), tipo C (patio) y tipo P (plataforma) de tipos de ubicación. Conjuntos de departamentos con estas características se han transformado en un conjunto residencial en el cambio social de reforma y apertura, y se han enfrentado a un cambio de entorno residencial como la falta de estacionamiento y la falta de espacio público externo."
64;"Las investigaciones se realizaron entre marzo de 2017 y abril de 2019, mediante la realización de necropsias a 37 cadáveres de palomas, tanto machos como hembras, de diversas razas especialmente de paloma doméstica (Columba livia f. domestica) en el Departamento de Diagnóstico Forense y Necropsia de la Facultad. de Medicina Veterinaria de Timisoara, con el fin de esclarecer la causa de la muerte. De ellos, 13 casos mostraron lesiones predominantemente del tracto respiratorio, localizadas en la tráquea, los pulmones y los sacos aéreos. A los cadáveres se les realizó la necropsia utilizando la técnica específica de esta especie. Después de la evisceración, se recogieron muestras (fragmentos de tejido de 2/1,5 cm), tras un examen macroscópico detallado de los órganos, de: laringe, tráquea, pulmón y sacos aéreos. Las muestras fueron fijadas en solución de formaldehído al 10% durante 24 horas, procesadas mediante el método de parafina. Los bloques obtenidos se seccionaron mediante un micrótomo, a 6 µm, se tiñeron mediante el método tricrómico - Hematoxilina Eosina - Azul de metileno (HEA) para examen general y el método de Giemsa para detalles celulares. La bronquitis infecciosa aviar (BI), la forma respiratoria, fue diagnosticada morfopatológicamente en 13 casos (35,13%) de 37 cadáveres de paloma examinados necropsicamente e histopatológicamente. De los casos estudiados se identificaron: a) lesiones específicas y/o características: traqueítis serosa, hemorrágica y/o fibrinosa; congestión, edema y bronconeumonía catarral; aerosaculitis serosa y/o fibrinosa; serositis úrica; b) lesiones inespecíficas: distrofias cardíacas y hepáticas; miocarditis linfomonocítica; meningoencefalitis linfomonocítica. Las recomendaciones que surgen de este estudio están relacionadas con: asegurar el microclima, alimentación y condiciones higiénico-sanitarias óptimas para esta especie; implementación de medidas de profilaxis y control específicas de palomas; evitando el contacto y habitabilidad común de diferentes especies de aves."
65;El artículo revela algunas de las intrincadas relaciones entre la urbanización en diferentes etapas, la movilidad humana horizontal (espacial) y vertical parcial, y las comunidades rurales urbanas cambiantes. Después de revisar las ideas y escuelas clave de los estudios urbanos y de urbanización, los autores examinan la diversidad conceptual y la naturaleza multifacética de la desurbanización como una transformación espacial, social y cultural-mental. Se destaca el controvertido discurso de este último, que a menudo implica enfoques y fenómenos opuestos, como el ascenso o descenso social, junto con el papel más importante de las decisiones individuales. Los vínculos sociales y espaciales más fuertes entre las ciudades y las zonas rurales en el mundo globalizado se manifiestan en la formación acelerada del continuo rural-urbano y a través de la creciente movilidad espacial recurrente de las personas. La urbanización incompleta de Rusia y la polarización de su espacio socioeconómico han creado dos flujos masivos opuestos, es decir, la desurbanización estacional centrífuga de las dachas y la migración laboral centrípeta de los aldeanos y habitantes de pequeñas ciudades rusas hacia las grandes ciudades. Las dos corrientes están interrelacionadas, p.e. el trabajo urbano temporal y el alojamiento de los otkhodniks rusos en lugar de reasentarse, lo que lleva a la prolongación de la vida de las localidades periféricas donde se alojan sus familias. Esta habitabilidad, a su vez, facilita el desarrollo de pequeños asentamientos en dachas. El artículo considera las razones del trabajo invitado en las ciudades rusas y la variedad de dachas, así como su impacto en los estilos de vida tanto urbanos como rurales. Los movimientos masivos de veraneantes y trabajadores y sus vidas en dos casas, a veces equilibrados en el tiempo, complican el conocimiento de cuántas personas viven y trabajan realmente en el campo, en las ciudades pequeñas y grandes. Esto es un serio obstáculo para el mantenimiento y desarrollo adecuados de los espacios de Rusia, ya que los presupuestos locales están diseñados sólo para la población permanente, lo que en muchos lugares es parcialmente cierto.
66;La llegada humana a Marte es uno de los objetivos más ambiciosos de las distintas agencias espaciales. Aunque el interés por el planeta pueda parecer reciente, existen abundantes pruebas que demuestran que la humanidad dirigió su atención a Marte hace varios siglos. Sin embargo, no fue hasta los albores de la era espacial que este interés pasó de la mera especulación a un creciente cuerpo de información científica y técnica. A diferencia de la Tierra, Marte es un planeta cuyas condiciones actuales no son aptas para vida de ningún tipo. Se analizarán brevemente los principales aspectos que condicionan el entorno marciano, como la atmósfera, la temperatura, la radiación y el suelo. La casa de los primeros habitantes del planeta rojo debe cumplir una serie de requisitos básicos, entre ellos sencillez, resistencia y garantizar unas condiciones adecuadas de habitabilidad y bienestar psicológico. Se presenta un diseño conceptual de hábitat basado en una estructura fabricada íntegramente en la Tierra. Uno de los retos más importantes a los que se enfrentarán los ingenieros del futuro en caso de llegada humana a Marte es el control térmico de las casas. A diferencia de la Tierra, la temperatura media en Marte ronda los -60 ºC, lo que hace imprescindible el uso de técnicas de control térmico muy precisas. Se realizará un análisis térmico teórico de la base diseñada, comprobando la influencia de un conjunto de parámetros, y se realizará un caso particular con el software ESATAN (herramienta líder en el sector espacial europeo para misiones de la ESA) junto con un análisis de sensibilidad. a los principales parámetros del modelo térmico. Se ha analizado la valoración de la localización y la variación diaria de temperatura para obtener los mejores criterios térmicos para la selección espacio-temporal de la base. Los resultados mostraron la relevancia del aislamiento del módulo con respecto al suelo de Marte. Se debe implementar un método de aislamiento térmico para garantizar el bienestar de los habitantes.
67;En la búsqueda de vida extraterrestre, las biofirmas (por ejemplo, moléculas orgánicas) desempeñan un papel importante, de los cuales los lípidos son una clase considerable. Si se detectan, estas moléculas pueden ser fuertes indicadores de la presencia de vida, pasada o presente, ya que son omnipresentes en la vida en la Tierra. Sin embargo, su detección es un desafío, dependiendo, por ejemplo, del rendimiento del instrumento, así como del sitio seleccionado. En esta contribución, demostramos que, utilizando espectrometría de masas por ionización y desorción con láser, la detección de lípidos es factible. Utilizando nuestro instrumento prototipo espacial diseñado y construido internamente, se detectaron con éxito seis lípidos representativos: colecalciferol, filoquinona, menadiona, 17 alfa-etinilestradiol, alfa-tocoferol y retinol, tanto como sustancias puras como en mezclas que contienen además aminoácidos o policíclicos. hidrocarbonos aromáticos. Los límites de detección de lípidos observados ya cumplen los requisitos establecidos en el concepto de la misión Enceladus Orbilander. El rendimiento actual de nuestro sistema LDI-MS permite la identificación simultánea de lípidos, aminoácidos e hidrocarburos aromáticos policíclicos, utilizando un solo instrumento. Por tanto, creemos que el sistema LDI-MS es un candidato prometedor para futuras misiones de exploración espacial dedicadas a la detección de vida.
68;Los resultados recientemente informados de las últimas misiones de Mars Orbiters y Rovers están transformando nuestra opinión sobre el planeta rojo. Ese planeta seco e inhóspito del que se hablaba en el pasado se está convirtiendo en un planeta más húmedo y con altas probabilidades de existencia de agua en el pasado. Hoy en día, algunos resultados parecen indicar la presencia de agua bajo la superficie de Marte. Pero los estudios de mineralogía realizados por el rover Opportunity de la NASA también informan sobre precipitaciones de óxidos e hidróxidos de hierro en el cráter Endurance. Se han identificado depósitos sedimentarios en Meridiani Planum. Estos depósitos debieron haberse generado en un ambiente acuoso ácido y oxidante. Las similitudes aparecen cuando estudiamos Río Tinto, río ácido bajo el control del hierro. El descubrimiento de extremófilos en la Tierra amplió la ventana de posibilidades para que se desarrollara vida en el Universo, y como consecuencia en Marte y otros cuerpos planetarios de interés astrobiológico. La recopilación de datos producidos por las misiones en curso ofrece una visión interesante de las posibilidades de que exista vida: signos de un Marte temprano húmedo y actividad volcánica bastante reciente, así como características morfológicas del suelo que parecen ser promovidas por el agua líquida. El descubrimiento de importantes acumulaciones de sulfatos y la existencia de minerales de hierro como la jarosita en rocas de origen sedimentario ha permitido poner en foco modelos terrestres específicos. Río Tinto (suroeste de España, Faja Pirítica Ibérica) es un ambiente extremadamente ácido, producto de la actividad quimiolitotrófica de microorganismos que prosperan en los enormes depósitos ricos en pirita de la Faja Pirítica Ibérica. Algunos entornos protectores particulares deberían albergar moléculas orgánicas y formas de vida bacterianas en entornos hostiles, como la superficie de Marte que sostiene micronichos dentro de minerales precipitados o dentro de rocas. Los análogos terrestres podrían ayudarnos a comprender la habitabilidad (en otros cuerpos planetarios). Presentamos aquí el estudio multidisciplinario de algunos nichos endolíticos dentro de depósitos de sal utilizados por los fotótrofos para aprovechar longitudes de onda de luz particulares. Estos depósitos de sales ácidas situados en Rio Tinto albergan formas de vida difíciles de visualizar a simple vista. Esta campaña analógica de campo interdisciplinaria se llevó a cabo en el marco del programa CE CAREX FP7. Recibido el 15 de diciembre de 2010, aceptado el 24 de enero de 2011, publicado por primera vez en línea el 24 de febrero de 2011
69;PLANTEAMIENTO El arquitecto Franresc Mitjans (1909-200) llevó a cabo una extensa y consistente producción de obra residencial, de casas (d9 a él mismo le gustaba definir vivienda), considerando la ciudad como parte destacable del proyecto, asumiendo su complejidad dentro del programa. y constantemente elaboró ??soluciones de integración entre estas dos escalas. Aunque la urbanidad de la arquitectura parece obvia, no todos los edificios de la ciudad pueden ser considerados [Khan La condición de urbanidad es una cualidad funcional y formal capaz de promover la vida social entre los habitantes del edificio. , entendida como una combinación de buenos modos arquitectónicos y urbanos (Bohigas, i9361, una forma de configurar el sujeto arquitectónico fundada en las relaciones que establece (5016 MOrales, 20081 o también, una formulación de las relaciones de compatibilidad, perineabilidad y huinanisafión (Fontana Mayorga, 2012). Estas soluciones mediadoras entre el edificio y el espacio urbano se manifiestan de forma muy clara en los vestíbulos de entrada, en las fachadas y en todos los espacios comunes, donde se define la relación entre ciudad y arquitectura, entre público y privado, entre el interior y el exterior de cada edificio. Y donde, además, el tránsito de la calle al interior se convierte en un umbral-espacio donde el mínimo urbano del edificio define el carácter de los espacios de convivencia. METODOLOGÍA Las respuestas urbanas del edificio Beida, producidas entre 1955 y 1962, son representativos del modus operandi de Francesc NiliBans. Proponemos el análisis específico de esta obra y además un recorrido visual actual por éste y por otros tres proyectos residenciales realizados en Barcelona (la casa 011er (1941), el edificio Tokio (195759) y el edificio CvT (1958-q0)1 , donde mostraremos su aproximación a la problemática de la urbanidad del edificio, y la habitabilidad de los espacios comunes y de transición VIre e.',a realizando un análisis detallado del edificio, con especial énfasis en su carácter urbano destacando a einentes, partes y espacios que lo conforman, y, al mismo tiempo, mediante la comparación con otros tres estudios de caso, INC.', mostraré cómo algunas diferencias y respuestas urbanas del Beicia Huilding, forman parte de un sistema del proyecto de Mitjans La mirada comparada, a través de planos, dibujos, material de archivo y fotografías, será una herramienta privilegiada de análisis, verificación y descripciónFUENTES Sobre la obra de Mitjans existe una bibliografía notable, aunque aún no es suficiente. la gran importancia de su legado Destacan en este sentido dos aportaciones recientes: el trabajo de investigación de Félix Solaguren Beascoa incluido en el artículo De la vivienda del Frissinche a la 'casa' de Mitjansii y en el número 3 I de la revista DPA, de 2 15, dedicado a la figura y obra del arquitecto catalán. El estudio específico del edificio Seida cuenta también con el material de archivo original del COAC (Colegio Oficial de Arquitectos de Cataluña).AVANCES. Además de disponer del archivo topográfico y gráfico Mdteridli de diversas publicaciones y del COAC hemos realizado varios reportajes fotográficos actualizados del edificio Seida, así como de los otros tres edificios de viviendas, donde destacamos el papel de la fotografía para subrayar la puesta en valor de las resonancias urbanísticas y arquitectónicas aún actuales y vigentes de la obra residencial de Francesc Mitjans.
70;La actual crisis energética global en Europa ha intensificado la pobreza energética en los hogares vulnerables, lo que ha llevado a un examen crítico de las estrategias de modernización pasiva para mejorar la habitabilidad de las viviendas sociales obsoletas en el sur de Europa desde la década de 1960. Dadas las características del clima mediterráneo (veranos calurosos e inviernos suaves), estos edificios poseen envolventes de baja resistencia térmica diseñadas para la disipación de calor en verano, pero contribuyen a elevadas demandas de calefacción en los meses más fríos. En respuesta a la apremiante necesidad de soluciones que logren un equilibrio entre reducir la demanda de energía y garantizar el confort durante todo el año, esta investigación explora diversos enfoques. A partir de conocimientos de prototipos construidos en Colombia y Hungría y utilizando un modelo de simulación validado en Sevilla, España, este estudio investiga la viabilidad de implementar una envolvente de doble piel en las fachadas de los edificios y evalúa el impacto del aislamiento térmico en la cámara de aire. Así, la investigación pretende específicamente encontrar un equilibrio entre reducir la demanda energética y mantener unas condiciones de confort adecuadas, concentrándose en la renovación de viviendas sociales obsoletas con envolventes de baja resistencia térmica en el clima mediterráneo. Los resultados indican que, debido a la mala envolvente térmica, la influencia del aislamiento térmico en las condiciones de confort y ahorro energético supera a la de la doble piel. En consecuencia, el énfasis de los proyectos de renovación para este clima no debería centrarse únicamente en estrategias de refrigeración pasiva, sino que debería esforzarse por lograr un equilibrio positivo en las condiciones de confort durante todo el año, abarcando tanto los meses cálidos como los fríos.
71;Resumen Las viviendas autoconstruidas de bajo coste suelen ser precarias, especialmente en términos de habitabilidad. A pesar de que este tipo de vivienda es frecuente en Brasil, existen pocos datos medidos en monitoreo de campo sobre el comportamiento higrotérmico de sistemas constructivos autoconstruidos. Por ello, el objetivo de este estudio es analizar el comportamiento higrotérmico del muro exterior de mampostería de una vivienda autoconstruida, construida con ladrillos de arcilla y revestida con mortero por ambas caras. Esta investigación se basó en un enfoque metodológico que involucró simulación computacional higrotérmica con el software WUFI Pro y mediciones de campo de humedad y temperatura. Los datos recogidos durante el seguimiento se obtuvieron a través de sensores conectados a un microcontrolador Arduino Uno, ubicados dentro y fuera de la vivienda. El resultado demostró que el sistema constructivo adoptado en viviendas autoconstruidas es susceptible a variaciones higrotérmicas superiores a los parámetros normativos. Los resultados cuantifican el comportamiento higrotérmico del sistema de construcción de autoconstrucción, lo que explica la evidente presencia de humedad y moho. La metodología adoptada para las mediciones asociadas a la simulación computacional muestra que es posible experimentar soluciones constructivas basadas en la evaluación higrotérmica del sistema de fachada, apoyando las decisiones de planificación y diseño en el ámbito de las acciones de mejora y asistencia técnica de la vivienda.
72;"OBJETIVO: La salud de las personas puede verse afectada por las condiciones de habitabilidad de su hogar y la dinámica del cuidado familiar en el hogar. El objetivo de este trabajo fue calcular la tasa de ataque secundario (TAS) intrafamiliar en Castilla y León y su relación con las características de los lugares de vida y de los convivientes. MÉTODOS: Estudio multicéntrico de casos y controles en pacientes Covid-19 mediante entrevista telefónica. Caso: persona en cuya casa hubo más de un positivo de Covid-19 durante el período de estudio. Se calculó la TAS y se realizaron análisis univariados y multivariados. RESULTADOS: La TAS calculada fue del 29,8%. El riesgo fue mayor por cada aumento en una unidad del número de convivientes (OR=3,1); si las estancias fueron compartidas (OR=4,43); si la ventilación empeoraba la temperatura (OR=3,8) y si había personas dependientes en el hogar (OR=3,2). CONCLUSIONES: La búsqueda de viviendas vulnerables al Covid-19 acompañada de medidas e intervenciones rápidas y cercanas sobre los determinantes sociales de la salud puede reducir el TAS de la enfermedad.OBJETIVO: La salud de las personas puede afectarse por las condiciones de habitabilidad y la dinámica de cuidados familiares en las viviendas. El objetivo de este trabajo fue calcular la tasa de ataque secundario intrafamiliar (TAS) en Castilla y León y su relación con las características de las viviendas y sus convivientes.METODOS: Estudio de casos y controles multicéntricos en pacientes con Covid-19 a traves de entrevista telefónica. Caso: persona en cuyo domicilio consta mas de una persona Covid-19 positivo durante el periodo de estudio. Se calcula la TAS y se realiza análisis uni y multivariable.RESULTADOS: La TAS calculada fue de 29,8%. El riesgo fue mayor por cada aumento en una unidad en el número de convivientes (OR=3,1); si se compartian estancias (OR=4,43); si ventilar empeoraba la temperatura (OR=3,8) y si habia dependientes (OR=3,2).CONCLUSIONES: La busqueda de viviendas vulnerables a Covid-19 acompañada de rapidas, cercanas e intervenciones sobre los determinantes sociales de la salud may reduce the TAS."
73;La vivienda comunal ha ocupado un lugar destacado en los proyectos gubernamentales, mientras tanto, casi siempre busca el número de unidades en lugar de seguir las reglas técnicas y la buena técnica de la ingeniería. A pesar de la enorme cantidad de dinero que se pretende invertir en el sueño de la casa adecuada, en muchos casos, este sueño se convierte en una pesadilla, una vez que la mayoría de las unidades habitacionales no siguen las reglas técnicas y, prematuramente, presentan graves manifestaciones patológicas que extendiéndose por toda la construcción, deteriorándolas y comprometiendo sus condiciones de habitabilidad y seguridad. Estas anomalías en las construcciones han motivado un gran número de acciones que son juzgadas por el Poder Judicial de São Paulo, en las que los prestatarios buscan la compensación de los daños y la reposición del pleno desempeño de las construcciones por parte de las compañías de seguros responsables. Este artículo pretende analizar, a partir de una muestra universal de más de 150 unidades, diversos trabajos elaborados por peritos judiciales y buscar, in loco, varias unidades de proyectos habitacionales construidas en la ciudad de Agudos/SP, identificando la extensión y el origen de las patologías existentes, particularmente las fisuras provocadas por el asentamiento de las cimentaciones empleadas, relacionándolas con las partes secas y húmedas del edificio, tratando de comparar el mal comportamiento de las cimentaciones con el tipo adoptado y el efecto de colapso del suelo. Este proyecto también pretende evaluar la evolución del proceso de construcción en serie centrándose en el procedimiento adoptado por Cohab en comparación con las rutas actuales de CDHU y su influencia en el producto final adquirido por el prestatario. Esta recolección de información permitirá elaborar una visión general de la ocurrencia de patologías y las causas que originaron los daños. Se presentarán datos de las cimentaciones y de las investigaciones realizadas y su reflejo en el comportamiento general de los edificios analizados, mostrando, de forma general, una visión clara del estado de habitabilidad de los edificios analizados. Se desea que el análisis de los problemas verificados, que comprometen la perfección, la solidez y la seguridad en la edificación, puedan contribuir con los responsables de los emprendimientos y resulten en edificaciones más seguras y adecuadas para la población de ingresos medios y bajos. del país.
